Date,Code,Rev,Res
2020-12-01,INT,0.0,0
2020-12-01,NG,0.0,0
2020-12-01,OP,0.0,0
2020-12-01,OT,3761.33,35
2020-12-01,PK,0.0,0
2020-12-01,PSBY,0.0,0
2020-12-01,RA,338.0,2
2020-12-01,SP,985.0,7
2020-12-01,WH,616.24,3
2020-12-02,AR,0.0,0
2020-12-02,CO,0.0,0
2020-12-02,CS,0.0,0
2020-12-02,CT,0.0,0
2020-12-02,FIX,0.0,0
2020-12-02,GC,0.0,0
2020-12-02,GE,0.0,0
2020-12-02,GL,0.0,0
2020-12-02,GS,0.0,0
2020-12-02,GV,0.0,0
2020-12-02,HSE,0.0,0
2020-12-02,INT,0.0,0
2020-12-02,NG,0.0,0
2020-12-02,OP,0.0,0
2020-12-02,OT,4534.53,44
2020-12-02,PK,0.0,0
2020-12-02,PSBY,0.0,0
2020-12-02,RA,328.0,2
2020-12-02,SP,1696.0,14
2020-12-02,WH,616.24,3
2020-12-03,AR,0.0,0
2020-12-03,CO,0.0,0
2020-12-03,CS,0.0,0
2020-12-03,CT,0.0,0
2020-12-03,FIX,0.0,0
2020-12-03,GC,0.0,0
2020-12-03,GE,0.0,0
2020-12-03,GL,0.0,0
2020-12-03,GS,0.0,0
2020-12-03,GV,0.0,0
2020-12-03,HSE,0.0,0
2020-12-03,INT,0.0,0
2020-12-03,NG,0.0,0
2020-12-03,OP,0.0,0
2020-12-03,OT,5183.8,50
2020-12-03,PK,0.0,0
2020-12-03,PSBY,0.0,0
2020-12-03,RA,0.0,0
2020-12-03,SP,1724.0,13
2020-12-03,WH,829.24,6
2020-12-04,AR,0.0,0
2020-12-04,CO,0.0,0
2020-12-04,CS,79.0,1
2020-12-04,CT,0.0,0
2020-12-04,FIX,0.0,0
2020-12-04,GC,0.0,0
2020-12-04,GE,0.0,0
2020-12-04,GL,0.0,0
2020-12-04,GS,0.0,0
2020-12-04,GV,0.0,0
2020-12-04,HSE,143.06,1
2020-12-04,INT,0.0,0
2020-12-04,NG,0.0,0
2020-12-04,OP,0.0,0
2020-12-04,OT,9037.17,75
2020-12-04,PK,0.0,0
2020-12-04,PSBY,0.0,0
2020-12-04,RA,199.0,1
2020-12-04,SP,3586.09,24
2020-12-04,WH,760.86,6
2020-12-05,AR,0.0,0
2020-12-05,CO,0.0,0
2020-12-05,CS,79.0,1
2020-12-05,CT,0.0,0
2020-12-05,FIX,0.0,0
2020-12-05,GC,0.0,0
2020-12-05,GE,0.0,0
2020-12-05,GL,0.0,0
2020-12-05,GS,0.0,0
2020-12-05,GV,0.0,0
2020-12-05,HSE,143.06,1
2020-12-05,INT,0.0,0
2020-12-05,NG,0.0,0
2020-12-05,OP,0.0,0
2020-12-05,OT,9401.16,83
2020-12-05,PK,0.0,0
2020-12-05,PSBY,0.0,0
2020-12-05,RA,457.0,3
2020-12-05,SP,4411.01,27
2020-12-05,WH,838.6,7
2020-12-06,AR,0.0,0
2020-12-06,CO,0.0,0
2020-12-06,CS,79.0,1
2020-12-06,CT,0.0,0
2020-12-06,FIX,0.0,0
2020-12-06,GC,0.0,0
2020-12-06,GE,0.0,0
2020-12-06,GL,0.0,0
2020-12-06,GS,0.0,0
2020-12-06,GV,0.0,0
2020-12-06,HSE,0.0,0
2020-12-06,INT,0.0,0
2020-12-06,NG,0.0,0
2020-12-06,OP,0.0,0
2020-12-06,OT,4107.23,38
2020-12-06,PK,0.0,0
2020-12-06,PSBY,0.0,0
2020-12-06,RA,169.0,2
2020-12-06,SP,2452.0,21
2020-12-06,WH,704.33,6
2020-12-07,AR,0.0,0
2020-12-07,CO,0.0,0
2020-12-07,CS,0.0,0
2020-12-07,CT,0.0,0
2020-12-07,FIX,0.0,0
2020-12-07,GC,0.0,0
2020-12-07,GE,0.0,0
2020-12-07,GL,0.0,0
2020-12-07,GS,0.0,0
2020-12-07,GV,0.0,0
2020-12-07,HSE,0.0,0
2020-12-07,INT,0.0,0
2020-12-07,NG,0.0,0
2020-12-07,OP,55.0,1
2020-12-07,OT,3069.55,28
2020-12-07,PK,0.0,0
2020-12-07,PSBY,0.0,0
2020-12-07,RA,159.0,1
2020-12-07,SP,1462.0,10
2020-12-07,WH,513.97,4
2020-12-08,AR,0.0,0
2020-12-08,CO,0.0,0
2020-12-08,CS,0.0,0
2020-12-08,CT,0.0,0
2020-12-08,FIX,0.0,0
2020-12-08,GC,0.0,0
2020-12-08,GE,0.0,0
2020-12-08,GL,0.0,0
2020-12-08,GS,0.0,0
2020-12-08,GV,0.0,0
2020-12-08,HSE,0.0,0
2020-12-08,INT,0.0,0
2020-12-08,NG,0.0,0
2020-12-08,OP,55.0,1
2020-12-08,OT,3208.98,30
2020-12-08,PK,0.0,0
2020-12-08,PSBY,0.0,0
2020-12-08,RA,159.0,1
2020-12-08,SP,287.0,2
2020-12-08,WH,513.96,4
2020-12-09,AR,0.0,0
2020-12-09,CO,0.0,0
2020-12-09,CS,0.0,0
2020-12-09,CT,0.0,0
2020-12-09,FIX,0.0,0
2020-12-09,GC,0.0,0
2020-12-09,GE,0.0,0
2020-12-09,GL,0.0,0
2020-12-09,GS,0.0,0
2020-12-09,GV,0.0,0
2020-12-09,HSE,0.0,0
2020-12-09,INT,0.0,0
2020-12-09,NG,0.0,0
2020-12-09,OP,0.0,0
2020-12-09,OT,4105.02,39
2020-12-09,PK,0.0,0
2020-12-09,PSBY,0.0,0
2020-12-09,RA,159.0,1
2020-12-09,SP,832.0,6
2020-12-09,WH,394.96,3
2020-12-10,AR,0.0,0
2020-12-10,CO,0.0,0
2020-12-10,CS,0.0,0
2020-12-10,CT,0.0,0
2020-12-10,FIX,0.0,0
2020-12-10,GC,0.0,0
2020-12-10,GE,0.0,0
2020-12-10,GL,0.0,0
2020-12-10,GS,0.0,0
2020-12-10,GV,0.0,0
2020-12-10,HSE,0.0,0
2020-12-10,INT,0.0,0
2020-12-10,NG,0.0,0
2020-12-10,OP,0.0,0
2020-12-10,OT,6026.65,58
2020-12-10,PK,0.0,0
2020-12-10,PSBY,0.0,0
2020-12-10,RA,318.0,2
2020-12-10,SP,1642.0,12
2020-12-10,WH,728.57,6
2020-12-11,AR,0.0,0
2020-12-11,CO,0.0,0
2020-12-11,CS,0.0,0
2020-12-11,CT,0.0,0
2020-12-11,FIX,0.0,0
2020-12-11,GC,0.0,0
2020-12-11,GE,0.0,0
2020-12-11,GL,0.0,0
2020-12-11,GS,0.0,0
2020-12-11,GV,0.0,0
2020-12-11,HSE,0.0,0
2020-12-11,INT,0.0,0
2020-12-11,NG,0.0,0
2020-12-11,OP,0.0,0
2020-12-11,OT,11057.24,94
2020-12-11,PK,0.0,0
2020-12-11,PSBY,0.0,0
2020-12-11,RA,518.0,2
2020-12-11,SP,4761.0,31
2020-12-11,WH,829.0,9
2020-12-12,AR,0.0,0
2020-12-12,CO,0.0,0
2020-12-12,CS,0.0,0
2020-12-12,CT,0.0,0
2020-12-12,FIX,0.0,0
2020-12-12,GC,0.0,0
2020-12-12,GE,0.0,0
2020-12-12,GL,0.0,0
2020-12-12,GS,0.0,0
2020-12-12,GV,0.0,0
2020-12-12,HSE,0.0,0
2020-12-12,INT,0.0,0
2020-12-12,NG,0.0,0
2020-12-12,OP,0.0,0
2020-12-12,OT,11638.73,103
2020-12-12,PK,0.0,0
2020-12-12,PSBY,0.0,0
2020-12-12,RA,259.0,1
2020-12-12,SP,4311.75,26
2020-12-12,WH,829.0,9
2020-12-13,AR,0.0,0
2020-12-13,CO,0.0,0
2020-12-13,CS,0.0,0
2020-12-13,CT,0.0,0
2020-12-13,FIX,0.0,0
2020-12-13,GC,0.0,0
2020-12-13,GE,0.0,0
2020-12-13,GL,0.0,0
2020-12-13,GS,0.0,0
2020-12-13,GV,0.0,0
2020-12-13,HSE,0.0,0
2020-12-13,INT,0.0,0
2020-12-13,NG,0.0,0
2020-12-13,OP,0.0,0
2020-12-13,OT,8010.95,77
2020-12-13,PK,0.0,0
2020-12-13,PSBY,0.0,0
2020-12-13,RA,0.0,0
2020-12-13,SP,2478.0,18
2020-12-13,WH,474.0,6
2020-12-14,AR,0.0,0
2020-12-14,CO,0.0,0
2020-12-14,CS,0.0,0
2020-12-14,CT,0.0,0
2020-12-14,FIX,0.0,0
2020-12-14,GC,0.0,0
2020-12-14,GE,0.0,0
2020-12-14,GL,0.0,0
2020-12-14,GS,0.0,0
2020-12-14,GV,0.0,0
2020-12-14,HSE,0.0,0
2020-12-14,INT,0.0,0
2020-12-14,NG,0.0,0
2020-12-14,OP,0.0,0
2020-12-14,OT,6043.95,58
2020-12-14,PK,0.0,0
2020-12-14,PSBY,0.0,0
2020-12-14,RA,159.0,1
2020-12-14,SP,1236.0,10
2020-12-14,WH,65.0,1
2020-12-15,AR,0.0,0
2020-12-15,CO,0.0,0
2020-12-15,CS,0.0,0
2020-12-15,CT,0.0,0
2020-12-15,FIX,0.0,0
2020-12-15,GC,0.0,0
2020-12-15,GE,0.0,0
2020-12-15,GL,0.0,0
2020-12-15,GS,0.0,0
2020-12-15,GV,0.0,0
2020-12-15,HSE,0.0,0
2020-12-15,INT,0.0,0
2020-12-15,NG,0.0,0
2020-12-15,OP,0.0,0
2020-12-15,OT,5533.15,50
2020-12-15,PK,0.0,0
2020-12-15,PSBY,0.0,0
2020-12-15,RA,0.0,0
2020-12-15,SP,1245.0,10
2020-12-15,WH,65.0,1
2020-12-16,AR,0.0,0
2020-12-16,CO,0.0,0
2020-12-16,CS,0.0,0
2020-12-16,CT,0.0,0
2020-12-16,FIX,0.0,0
2020-12-16,GC,0.0,0
2020-12-16,GE,0.0,0
2020-12-16,GL,0.0,0
2020-12-16,GS,0.0,0
2020-12-16,GV,0.0,0
2020-12-16,HSE,0.0,0
2020-12-16,INT,0.0,0
2020-12-16,NG,0.0,0
2020-12-16,OP,0.0,0
2020-12-16,OT,5061.76,47
2020-12-16,PK,0.0,0
2020-12-16,PSBY,0.0,0
2020-12-16,RA,149.0,1
2020-12-16,SP,1522.4,8
2020-12-16,WH,249.0,3
2020-12-17,AR,0.0,0
2020-12-17,CO,0.0,0
2020-12-17,CS,0.0,0
2020-12-17,CT,0.0,0
2020-12-17,FIX,0.0,0
2020-12-17,GC,0.0,0
2020-12-17,GE,0.0,0
2020-12-17,GL,0.0,0
2020-12-17,GS,0.0,0
2020-12-17,GV,0.0,0
2020-12-17,HSE,0.0,0
2020-12-17,INT,0.0,0
2020-12-17,NG,0.0,0
2020-12-17,OP,0.0,0
2020-12-17,OT,4628.28,42
2020-12-17,PK,0.0,0
2020-12-17,PSBY,0.0,0
2020-12-17,RA,0.0,0
2020-12-17,SP,2664.4,14
2020-12-17,WH,780.0,6
2020-12-18,AR,0.0,0
2020-12-18,CO,0.0,0
2020-12-18,CS,0.0,0
2020-12-18,CT,0.0,0
2020-12-18,FIX,0.0,0
2020-12-18,GC,0.0,0
2020-12-18,GE,0.0,0
2020-12-18,GL,0.0,0
2020-12-18,GS,0.0,0
2020-12-18,GV,0.0,0
2020-12-18,HSE,0.0,0
2020-12-18,INT,0.0,0
2020-12-18,NG,0.0,0
2020-12-18,OP,0.0,0
2020-12-18,OT,7711.1,65
2020-12-18,PK,0.0,0
2020-12-18,PSBY,0.0,0
2020-12-18,RA,0.0,0
2020-12-18,SP,3877.4,22
2020-12-18,WH,1094.0,10
2020-12-19,AR,0.0,0
2020-12-19,CO,0.0,0
2020-12-19,CS,0.0,0
2020-12-19,CT,0.0,0
2020-12-19,FIX,0.0,0
2020-12-19,GC,0.0,0
2020-12-19,GE,0.0,0
2020-12-19,GL,0.0,0
2020-12-19,GS,0.0,0
2020-12-19,GV,0.0,0
2020-12-19,HSE,0.0,0
2020-12-19,INT,0.0,0
2020-12-19,NG,0.0,0
2020-12-19,OP,0.0,0
2020-12-19,OT,8403.96,74
2020-12-19,PK,0.0,0
2020-12-19,PSBY,0.0,0
2020-12-19,RA,0.0,0
2020-12-19,SP,5605.4,29
2020-12-19,WH,1244.94,10
2020-12-20,AR,0.0,0
2020-12-20,CO,0.0,0
2020-12-20,CS,0.0,0
2020-12-20,CT,0.0,0
2020-12-20,FIX,0.0,0
2020-12-20,GC,0.0,0
2020-12-20,GE,0.0,0
2020-12-20,GL,0.0,0
2020-12-20,GS,0.0,0
2020-12-20,GV,0.0,0
2020-12-20,HSE,0.0,0
2020-12-20,INT,0.0,0
2020-12-20,NG,0.0,0
2020-12-20,OP,0.0,0
2020-12-20,OT,4371.04,43
2020-12-20,PK,0.0,0
2020-12-20,PSBY,0.0,0
2020-12-20,RA,328.0,2
2020-12-20,SP,2326.4,15
2020-12-20,WH,1168.5,10
2020-12-21,AR,0.0,0
2020-12-21,CO,0.0,0
2020-12-21,CS,0.0,0
2020-12-21,CT,0.0,0
2020-12-21,FIX,0.0,0
2020-12-21,GC,0.0,0
2020-12-21,GE,0.0,0
2020-12-21,GL,0.0,0
2020-12-21,GS,0.0,0
2020-12-21,GV,0.0,0
2020-12-21,HSE,0.0,0
2020-12-21,INT,0.0,0
2020-12-21,NG,0.0,0
2020-12-21,OP,0.0,0
2020-12-21,OT,4812.69,44
2020-12-21,PK,0.0,0
2020-12-21,PSBY,0.0,0
2020-12-21,RA,318.0,2
2020-12-21,SP,2108.4,14
2020-12-21,WH,1049.5,9
2020-12-22,AR,0.0,0
2020-12-22,CO,0.0,0
2020-12-22,CS,0.0,0
2020-12-22,CT,0.0,0
2020-12-22,FIX,0.0,0
2020-12-22,GC,0.0,0
2020-12-22,GE,0.0,0
2020-12-22,GL,0.0,0
2020-12-22,GS,0.0,0
2020-12-22,GV,0.0,0
2020-12-22,HSE,0.0,0
2020-12-22,INT,0.0,0
2020-12-22,NG,0.0,0
2020-12-22,OP,0.0,0
2020-12-22,OT,5479.14,49
2020-12-22,PK,0.0,0
2020-12-22,PSBY,0.0,0
2020-12-22,RA,507.0,3
2020-12-22,SP,1860.4,12
2020-12-22,WH,537.5,5
2020-12-23,AR,0.0,0
2020-12-23,CO,0.0,0
2020-12-23,CS,0.0,0
2020-12-23,CT,0.0,0
2020-12-23,FIX,0.0,0
2020-12-23,GC,0.0,0
2020-12-23,GE,0.0,0
2020-12-23,GL,0.0,0
2020-12-23,GS,0.0,0
2020-12-23,GV,0.0,0
2020-12-23,HSE,0.0,0
2020-12-23,INT,0.0,0
2020-12-23,NG,0.0,0
2020-12-23,OP,0.0,0
2020-12-23,OT,6799.78,58
2020-12-23,PK,0.0,0
2020-12-23,PSBY,0.0,0
2020-12-23,RA,666.0,4
2020-12-23,SP,1576.0,10
2020-12-23,WH,343.0,3
2020-12-24,AR,0.0,0
2020-12-24,CO,0.0,0
2020-12-24,CS,0.0,0
2020-12-24,CT,0.0,0
2020-12-24,FIX,0.0,0
2020-12-24,GC,0.0,0
2020-12-24,GE,0.0,0
2020-12-24,GL,0.0,0
2020-12-24,GS,0.0,0
2020-12-24,GV,0.0,0
2020-12-24,HSE,0.0,0
2020-12-24,INT,0.0,0
2020-12-24,NG,0.0,0
2020-12-24,OP,0.0,0
2020-12-24,OT,10220.21,84
2020-12-24,PK,0.0,0
2020-12-24,PSBY,0.0,0
2020-12-24,RA,297.0,3
2020-12-24,SP,798.0,6
2020-12-24,WH,538.0,6
2020-12-25,AR,0.0,0
2020-12-25,CO,0.0,0
2020-12-25,CS,0.0,0
2020-12-25,CT,0.0,0
2020-12-25,FIX,0.0,0
2020-12-25,GC,0.0,0
2020-12-25,GE,0.0,0
2020-12-25,GL,0.0,0
2020-12-25,GS,0.0,0
2020-12-25,GV,0.0,0
2020-12-25,HSE,0.0,0
2020-12-25,INT,0.0,0
2020-12-25,NG,0.0,0
2020-12-25,OP,0.0,0
2020-12-25,OT,10968.13,86
2020-12-25,PK,0.0,0
2020-12-25,PSBY,0.0,0
2020-12-25,RA,278.0,2
2020-12-25,SP,913.0,7
2020-12-25,WH,538.0,6
2020-12-26,AR,0.0,0
2020-12-26,CO,0.0,0
2020-12-26,CS,0.0,0
2020-12-26,CT,0.0,0
2020-12-26,FIX,0.0,0
2020-12-26,GC,0.0,0
2020-12-26,GE,0.0,0
2020-12-26,GL,0.0,0
2020-12-26,GS,0.0,0
2020-12-26,GV,0.0,0
2020-12-26,HSE,0.0,0
2020-12-26,INT,0.0,0
2020-12-26,NG,0.0,0
2020-12-26,OP,55.0,1
2020-12-26,OT,10571.28,80
2020-12-26,PK,0.0,0
2020-12-26,PSBY,0.0,0
2020-12-26,RA,367.0,3
2020-12-26,SP,2253.0,13
2020-12-26,WH,711.0,7
2020-12-27,AR,0.0,0
2020-12-27,CO,0.0,0
2020-12-27,CS,0.0,0
2020-12-27,CT,0.0,0
2020-12-27,FIX,0.0,0
2020-12-27,GC,0.0,0
2020-12-27,GE,0.0,0
2020-12-27,GL,0.0,0
2020-12-27,GS,0.0,0
2020-12-27,GV,0.0,0
2020-12-27,HSE,0.0,0
2020-12-27,INT,0.0,0
2020-12-27,NG,0.0,0
2020-12-27,OP,55.0,1
2020-12-27,OT,9535.48,84
2020-12-27,PK,0.0,0
2020-12-27,PSBY,0.0,0
2020-12-27,RA,367.0,3
2020-12-27,SP,2354.0,17
2020-12-27,WH,581.0,5
2020-12-28,AR,0.0,0
2020-12-28,CO,0.0,0
2020-12-28,CS,0.0,0
2020-12-28,CT,0.0,0
2020-12-28,FIX,0.0,0
2020-12-28,GC,0.0,0
2020-12-28,GE,0.0,0
2020-12-28,GL,0.0,0
2020-12-28,GS,0.0,0
2020-12-28,GV,0.0,0
2020-12-28,HSE,0.0,0
2020-12-28,INT,0.0,0
2020-12-28,NG,0.0,0
2020-12-28,OP,0.0,0
2020-12-28,OT,10427.58,88
2020-12-28,PK,0.0,0
2020-12-28,PSBY,0.0,0
2020-12-28,RA,89.0,1
2020-12-28,SP,1625.0,12
2020-12-28,WH,238.0,2
2020-12-29,AR,0.0,0
2020-12-29,CO,0.0,0
2020-12-29,CS,0.0,0
2020-12-29,CT,0.0,0
2020-12-29,FIX,0.0,0
2020-12-29,GC,0.0,0
2020-12-29,GE,0.0,0
2020-12-29,GL,0.0,0
2020-12-29,GS,0.0,0
2020-12-29,GV,0.0,0
2020-12-29,HSE,0.0,0
2020-12-29,INT,0.0,0
2020-12-29,NG,0.0,0
2020-12-29,OP,0.0,0
2020-12-29,OT,10824.82,86
2020-12-29,PK,0.0,0
2020-12-29,PSBY,0.0,0
2020-12-29,RA,89.0,1
2020-12-29,SP,1506.0,11
2020-12-29,WH,239.39,2
2020-12-30,AR,0.0,0
2020-12-30,CO,0.0,0
2020-12-30,CS,0.0,0
2020-12-30,CT,0.0,0
2020-12-30,FIX,0.0,0
2020-12-30,GC,0.0,0
2020-12-30,GE,0.0,0
2020-12-30,GL,0.0,0
2020-12-30,GS,0.0,0
2020-12-30,GV,0.0,0
2020-12-30,HSE,0.0,0
2020-12-30,INT,0.0,0
2020-12-30,NG,0.0,0
2020-12-30,OP,0.0,0
2020-12-30,OT,10604.36,73
2020-12-30,PK,0.0,0
2020-12-30,PSBY,0.0,0
2020-12-30,RA,457.0,3
2020-12-30,SP,2517.0,17
2020-12-30,WH,379.39,2
2020-12-31,AR,0.0,0
2020-12-31,CO,0.0,0
2020-12-31,CS,0.0,0
2020-12-31,CT,0.0,0
2020-12-31,FIX,0.0,0
2020-12-31,GC,0.0,0
2020-12-31,GE,0.0,0
2020-12-31,GL,0.0,0
2020-12-31,GS,0.0,0
2020-12-31,GV,0.0,0
2020-12-31,HSE,0.0,0
2020-12-31,INT,0.0,0
2020-12-31,NG,0.0,0
2020-12-31,OP,0.0,0
2020-12-31,OT,19102.96,72
2020-12-31,PK,0.0,0
2020-12-31,PSBY,0.0,0
2020-12-31,RA,1496.0,4
2020-12-31,SP,4010.0,12
2020-12-31,WH,590.49,2
2021-01-01,AR,0.0,0
2021-01-01,CO,0.0,0
2021-01-01,CS,0.0,0
2021-01-01,CT,0.0,0
2021-01-01,FIX,0.0,0
2021-01-01,GC,0.0,0
2021-01-01,GE,0.0,0
2021-01-01,GL,0.0,0
2021-01-01,GS,0.0,0
2021-01-01,GV,0.0,0
2021-01-01,HSE,0.0,0
2021-01-01,INT,0.0,0
2021-01-01,NG,0.0,0
2021-01-01,OP,0.0,0
2021-01-01,OT,9236.47,60
2021-01-01,PK,0.0,0
2021-01-01,PSBY,0.0,0
2021-01-01,RA,508.0,2
2021-01-01,SP,1531.0,9
2021-01-01,WH,178.0,2
2021-01-02,AR,0.0,0
2021-01-02,CO,0.0,0
2021-01-02,CS,0.0,0
2021-01-02,CT,0.0,0
2021-01-02,FIX,0.0,0
2021-01-02,GC,0.0,0
2021-01-02,GE,0.0,0
2021-01-02,GL,0.0,0
2021-01-02,GS,0.0,0
2021-01-02,GV,0.0,0
2021-01-02,HSE,0.0,0
2021-01-02,INT,0.0,0
2021-01-02,NG,0.0,0
2021-01-02,OP,0.0,0
2021-01-02,OT,6314.45,42
2021-01-02,PK,0.0,0
2021-01-02,PSBY,0.0,0
2021-01-02,RA,209.0,1
2021-01-02,SP,1887.0,10
2021-01-02,WH,425.0,5
2021-01-03,AR,0.0,0
2021-01-03,CO,0.0,0
2021-01-03,CS,0.0,0
2021-01-03,CT,0.0,0
2021-01-03,FIX,0.0,0
2021-01-03,GC,0.0,0
2021-01-03,GE,0.0,0
2021-01-03,GL,0.0,0
2021-01-03,GS,0.0,0
2021-01-03,GV,0.0,0
2021-01-03,HSE,0.0,0
2021-01-03,INT,0.0,0
2021-01-03,NG,0.0,0
2021-01-03,OP,0.0,0
2021-01-03,OT,2936.09,22
2021-01-03,PK,0.0,0
2021-01-03,PSBY,0.0,0
2021-01-03,RA,0.0,0
2021-01-03,SP,876.0,4
2021-01-03,WH,326.0,4
2021-01-04,AR,0.0,0
2021-01-04,CO,0.0,0
2021-01-04,CS,0.0,0
2021-01-04,CT,0.0,0
2021-01-04,FIX,0.0,0
2021-01-04,GC,0.0,0
2021-01-04,GE,0.0,0
2021-01-04,GL,0.0,0
2021-01-04,GS,0.0,0
2021-01-04,GV,0.0,0
2021-01-04,HSE,0.0,0
2021-01-04,INT,0.0,0
2021-01-04,NG,0.0,0
2021-01-04,OP,0.0,0
2021-01-04,OT,1624.26,12
2021-01-04,PK,0.0,0
2021-01-04,PSBY,0.0,0
